Timestamp;Suspension1;Suspension2;Suspension3;Suspension4;Steering;RPM_FrontRight;RPM_FrontLeft;RPM_RearRight;RPM_RearLeft;SUS1MM;SUS2MM;SUS3MM;SUS4MM;index
05/02/2025 11:37;11803;11550;11666;10421;12791;0;0;0;0;42.82854838;43.58438144;43.23783348;46.95724913;210
05/02/2025 11:37;11803;11558;11665;10427;12790;0;0;0;0;42.82854838;43.56048158;43.24082096;46.93932423;211
05/02/2025 11:37;11803;11544;11664;10423;12791;0;0;0;0;42.82854838;43.60230634;43.24380844;46.95127416;212
05/02/2025 11:37;11805;11548;11665;10423;12791;0;0;0;0;42.82257342;43.59035641;43.24082096;46.95127416;213
05/02/2025 11:37;11805;11546;11665;10421;12792;0;0;0;0;42.82257342;43.59633137;43.24082096;46.95724913;214
05/02/2025 11:37;11799;11555;11665;10422;12791;0;0;0;0;42.84049831;43.56944403;43.24082096;46.95426164;215
05/02/2025 11:37;11800;11550;11665;10424;12793;0;0;0;0;42.83751083;43.58438144;43.24082096;46.94828668;216
05/02/2025 11:37;11799;11554;11667;10425;12790;0;0;0;0;42.84049831;43.57243151;43.234846;46.9452992;217
05/02/2025 11:37;11799;11548;11665;10424;12792;0;0;0;0;42.84049831;43.59035641;43.24082096;46.94828668;218
05/02/2025 11:37;11802;11548;11665;10422;12792;0;0;0;0;42.83153586;43.59035641;43.24082096;46.95426164;219
05/02/2025 11:37;11804;11544;11662;10420;12791;0;0;0;0;42.8255609;43.60230634;43.24978341;46.96023661;220
05/02/2025 11:37;11804;11544;11662;10420;12792;0;0;0;0;42.8255609;43.60230634;43.24978341;46.96023661;221
05/02/2025 11:37;11802;11554;11663;10420;12790;0;0;0;0;42.83153586;43.57243151;43.24679593;46.96023661;222
05/02/2025 11:37;11801;11548;11666;10425;12792;0;0;0;0;42.83452335;43.59035641;43.23783348;46.9452992;223
